,log_dir,frame_per_second,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,crash_sidewalk_rate,crash_vehicle_rate,idle_rate,speed_km_h,max_step_rate,success_rate,episode_reward,episode_length
64,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,526,-0.0010360142872788203,1.325439362648206,3128.9337108905497,1564.4658224643806,1046.3216678325946,6.158196449279785,1.000087720155716,1300000,480,64,2468.0622613430023,0.0086,0.0,3.3333333333333335e-05,50.000341703736034,0.0,0.89,1252.0802089516944,1639.11
65,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,524,-0.0018350410136358383,1.2980827510356903,904.9480534871419,452.47219040699497,526.2992326002854,8.015949249267578,0.9998927257764034,1320000,492,65,2515.8430325984955,0.005033333333333333,0.0,0.0,51.55891034950068,0.0,0.88,1232.2514489616335,1553.47
66,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,522,-0.0003479010419538006,1.3059093901744256,28332.896041165866,14166.447620254909,8684.852119641426,-36.456626892089844,0.9995744036558347,1340000,507,66,2566.9906606674194,0.04226666666666667,0.0,0.0001,50.19125470677977,0.0,0.83,618.2360890221299,1491.82
67,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,519,-0.0010143561897656092,1.2623810540407132,11043.658100617238,5521.828018697103,3705.7703392615686,-2.6324965953826904,1.0009304322493382,1360000,522,67,2618.0036203861237,0.019666666666666666,0.0,6.666666666666667e-05,51.326553647133196,0.0,0.8,398.3040512908496,1456.37
68,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,517,-0.0008966999823967807,1.2366139020675269,7161.193117973132,3580.5956560966297,3002.408639878493,2.8356544971466064,0.9993562233753693,1380000,536,68,2667.5436205863953,0.0133,0.0,3.3333333333333335e-05,52.73143021819285,0.0,0.8,372.09809150769433,1430.86
69,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,515,-0.0013438273260059457,1.2497084290553362,1990.3553067720854,995.1763091258514,996.9765649844438,9.895833969116211,1.000127425102087,1400000,549,69,2716.620618581772,0.015066666666666667,0.0,3.3333333333333335e-05,52.77220076503922,0.0,0.8,359.77684024827477,1407.67
70,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,512,-0.0005420414393600554,1.2130831770407848,12187.909798959585,6093.95434366862,5453.966397955479,-9.86967658996582,0.9998617716324635,1420000,565,70,2769.7866213321686,0.023433333333333334,0.0,0.0001,53.75814347124203,0.0,0.82,535.7538918160708,1414.16
71,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,511,-0.0006362377630116848,1.1691837186996754,2134.676643019456,1067.3376922998673,1178.1821559416942,8.852849006652832,1.0004627460852646,1440000,577,71,2817.8991944789886,0.019033333333333333,0.0,6.666666666666667e-05,54.709491053071645,0.0,0.81,548.2402034128687,1399.47
72,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,508,-0.00043120023627311757,1.1492090268012805,7273.549112877479,3636.7741314227765,2219.579901905549,0.1912612020969391,1.0001151926242389,1460000,596,72,2873.3788163661957,0.0118,0.0,6.666666666666667e-05,54.822562010825706,0.0,0.81,608.478926068075,1376.25
73,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,506,-0.0008162875179177485,1.085510652187543,1058.979037905962,529.4887037815192,746.6957959688626,8.138752937316895,1.000369908259465,1480000,608,73,2921.329775094986,0.0083,0.0,3.3333333333333335e-05,56.415536520506876,0.0,0.83,1003.4455325997103,1368.71
74,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,504,-0.0005007441651123839,1.1008771749643178,9846.154905661559,4923.076951246995,5122.3166225335535,-10.233109474182129,0.9998169367129986,1500000,624,74,2973.177819252014,0.020266666666666665,0.0,0.0001,54.683877654317634,0.0,0.83,967.5638431227802,1348.12
75,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,502,-0.000450326402623875,1.0889224174695138,809.183224995931,404.5911613659981,686.589358882415,7.879292011260986,1.0000481214278782,1520000,640,75,3024.0198187828064,0.013566666666666666,0.0,6.666666666666667e-05,56.663886592605834,0.0,0.85,1123.307427848558,1344.34
76,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,500,-0.0006673986554886095,1.0641999752093585,1520.2709987151318,760.1348368913699,958.0167686071152,5.492717742919922,1.0005262789817957,1540000,654,76,3074.1523020267487,0.005933333333333333,0.0,0.0,55.70431274405662,0.0,0.85,1104.8707962110432,1345.54
77,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,498,-0.0006753044820820483,1.0428224769922403,754.8591675587189,377.4289100451347,580.0761907528608,6.445075035095215,1.0004059780866672,1560000,671,77,3126.8248388767242,0.0054,0.0,0.0,57.16487235559323,0.0,0.87,1401.6028435869841,1330.57
78,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,497,-0.0007236486515746666,1.062381935883791,1364.6190404647436,682.3087981003981,687.0198912009215,3.237485885620117,1.0001292614600596,1580000,686,78,3178.194990873337,0.005733333333333333,0.0,0.0,55.61931101416701,0.0,0.88,1483.0349169680965,1318.84
79,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,495,-0.0011827466220636733,1.0448995177562421,1360.567834433531,680.2827347682072,749.030319688259,3.917844533920288,1.0002390935634955,1600000,701,79,3229.6489872932434,0.0061,0.0,0.0,57.53749057807073,0.0,0.89,1514.505221537838,1314.33
80,C:\Users\acryI\Desktop\cs260r-assignment-2023fall\assignment4\data\ppo,493,-0.0012331366977797677,1.0417723131485475,8507.403396997697,4253.700470283704,5149.023256663787,-14.986061096191406,1.0003858917798751,1620000,719,80,3284.776028394699,0.0216,0.0,6.666666666666667e-05,56.326812687791474,0.0,0.86,1413.9259130139076,1290.64
